,target,id,date,flag,user,text
965955,4,1827650925,Sun May 17 11:09:35 PDT 2009,NO_QUERY,cramedogg,@DJ_Jonas STAY AWAY FROM PIGS. 
1485124,4,2067800090,Sun Jun 07 12:59:00 PDT 2009,NO_QUERY,Butterflyanklet,"not sure if it's warm enough to go lay out by the pool, but Im gonna try.. brb "
473752,0,2177160245,Mon Jun 15 05:34:26 PDT 2009,NO_QUERY,Anja007,@TinchenFFM stress scheiss montag 
334236,0,2013526862,Tue Jun 02 22:53:47 PDT 2009,NO_QUERY,samantharmora,@kingbomani same with me 
425543,0,2063346422,Sun Jun 07 02:17:24 PDT 2009,NO_QUERY,SaraGIJo,Either have to get appindex removed or have kidney stones. Either way im going to the hospital 
1510615,4,2174975154,Sun Jun 14 23:46:18 PDT 2009,NO_QUERY,sweeetnspicy,@shanedawson good tv no longer exists!!! thats y there's youtube 
1305950,4,2011520675,Tue Jun 02 19:08:58 PDT 2009,NO_QUERY,juumoraes,"@ThrillHillBruce hey bruce, you know who you should tweet? your biggest fan danny jones, from mcfly  would make him sooo happy!"
1110342,4,1972046761,Sat May 30 08:26:58 PDT 2009,NO_QUERY,kelownagurl,@beckyinthesky 1. I am prone to injury and I'll go too hard and might hurt myself. 2.  I am so slow right now that it'll just depress me 
1286601,4,2002267502,Tue Jun 02 03:41:52 PDT 2009,NO_QUERY,babi2adoree,Cant wait till the end of the year ENGLAND HERE I COME!! 
241726,0,1981151536,Sun May 31 08:32:04 PDT 2009,NO_QUERY,Help_My_Anxiety,"I can no longer drive and right now am trying to get up the courage to walk 50 feet next door,    I think I may be getting worse "
104953,0,1822785591,Sat May 16 20:22:58 PDT 2009,NO_QUERY,mscarrie_baby,was watching one of my favorite classic movies-Big Momma's House but getting ready to finish watching &quot;Farrah's Story&quot; online..pretty sad 
1203999,4,1986175641,Sun May 31 18:26:30 PDT 2009,NO_QUERY,Gen22,@Late2thePartee did I miss anything? 
224327,0,1977390256,Sat May 30 20:53:11 PDT 2009,NO_QUERY,bowchicka,skipping out on white trash trailer bash to watch garden state and fall asleep early. my head is pounding. i need a snuggle.. 
1047330,4,1957760094,Fri May 29 01:31:22 PDT 2009,NO_QUERY,luigimasi,thanks for the bday wishs  and thank you to the paradiso girls for releasing their video on my birthday haha. amazing vid.
240071,0,1980754724,Sun May 31 07:35:21 PDT 2009,NO_QUERY,allisonkim,cerini tomorrow!!! psyched to see pop and erica... then won't see them ever again at cerini because of opposite shifts...wack 
1400862,4,2054456359,Sat Jun 06 07:23:34 PDT 2009,NO_QUERY,michellefeldman,Seals &amp; Crofts Diamond Girl 
1389191,4,2053090997,Sat Jun 06 03:14:09 PDT 2009,NO_QUERY,HaleyyMichelle,We like to have fun.... In bed  http://mypict.me/2Mo7
1209590,4,1988949252,Sun May 31 23:51:56 PDT 2009,NO_QUERY,helloolivia,@mannygarcia i'm waiting for your 'the climb' version 
1482722,4,2067317659,Sun Jun 07 12:08:00 PDT 2009,NO_QUERY,_mareh,I'm a creature of habit... Usually bad habits 
720959,0,2261048902,Sat Jun 20 20:10:59 PDT 2009,NO_QUERY,sthvlknn,My first night of being all alone  what am I gonna do?
1213208,4,1989326700,Mon Jun 01 01:08:04 PDT 2009,NO_QUERY,hasol,The New Moon trailer looks good! 
1262028,4,1998737887,Mon Jun 01 19:02:39 PDT 2009,NO_QUERY,Buggles4869,@alscanada  Thanks for the #FollowFriday  Hope life is great for you!!
1005614,4,1880531169,Fri May 22 01:34:32 PDT 2009,NO_QUERY,chadfu,@teeeeeef sweetheart...if your boobs didn't do it...nothing will! 
1001361,4,1880093920,Fri May 22 00:04:50 PDT 2009,NO_QUERY,roshnimo,@nishitd I think it's gonna be fun. Looking forward to the tennis tweets 
40778,0,1573872199,Tue Apr 21 03:15:14 PDT 2009,NO_QUERY,igoramadas,"Threeter 1.2.0 will be available next week! Sorry for being late, just didn't have the time to do it before "
1070497,4,1966163437,Fri May 29 17:14:37 PDT 2009,NO_QUERY,VeraCologne,@AdamLambertNews I totally agree! Especially the Best Week Trailer 
353777,0,2033045434,Thu Jun 04 12:08:22 PDT 2009,NO_QUERY,xohanna,just went and got my dad's computer chair out the study so i could get dead comfy and it's too low for me 
1299523,4,2006147756,Tue Jun 02 10:43:48 PDT 2009,NO_QUERY,groenings,I'm lookin forward to getting nfs undercover this week 
1544541,4,2181802878,Mon Jun 15 12:19:03 PDT 2009,NO_QUERY,aaashcakes,Hola Twitts. I Finally Caved 
1529879,4,2177660524,Mon Jun 15 06:29:28 PDT 2009,NO_QUERY,DesireeO,@Doulamama Have a wonderful time! Good news is always a nice way to start the week 
1487164,4,2068219872,Sun Jun 07 13:42:21 PDT 2009,NO_QUERY,mrsthompsonx,"@Chrissie1992 the one i looked at was just rain on tues but apart from that, quite sunny. "
634239,0,2233246232,Thu Jun 18 21:03:25 PDT 2009,NO_QUERY,meaganhubbard,ready to spend the weekend with matt.....sad holly montag got vote off 
1219219,4,1989912494,Mon Jun 01 03:14:46 PDT 2009,NO_QUERY,lexikitty,http://twitpic.com/6e7l1 - Alexander William Gaskarth 
1371522,4,2051185558,Fri Jun 05 21:00:28 PDT 2009,NO_QUERY,pinkydinkydoos7,"Don't forget the lyrics,cool show  luv n peace n goodnight,be sure to get rest folks."
466273,0,2175527645,Mon Jun 15 01:14:22 PDT 2009,NO_QUERY,kayla_1689,Totally jealous of everyone that got to watch the true blood season premiere. I missed it 
517105,0,2191225985,Tue Jun 16 04:48:49 PDT 2009,NO_QUERY,livileah88,i am so tired 
1032724,4,1933234967,Tue May 26 23:21:12 PDT 2009,NO_QUERY,cpearson1990,WOOOO Going to see Coraline 3D today 
559334,0,2204955584,Wed Jun 17 03:34:34 PDT 2009,NO_QUERY,Dj_Jon_Boi,Just about to head to work in the 'super' Northern Irish weather we were all hoping we had seen the back of 
902495,4,1694438342,Mon May 04 02:37:42 PDT 2009,NO_QUERY,JonWitham,@jetskiworld  Haha ! Go Martin ! His fixed our Ski like a million times ...  
664572,0,2244538049,Fri Jun 19 14:52:45 PDT 2009,NO_QUERY,xoxonikki,"Is extremely pissed with some people. I also need to go on a jog today, but I don't wanna go outside.  "
887524,4,1687013170,Sun May 03 07:30:19 PDT 2009,NO_QUERY,Heaatherrr,Ahaa @Sadie_marie  i wanted to see tom Ffs. Ewan goes out every night!
1526134,4,2176975582,Mon Jun 15 05:10:51 PDT 2009,NO_QUERY,sunshine_diva,Good Morning Susan!  @sbwalsh
112060,0,1825324588,Sun May 17 05:16:18 PDT 2009,NO_QUERY,the_matedor,I've grown to love my huge bedroom mirror @naomiserene @wayne_elise @flipsays I just found out theres no way my wall will support it 
644237,0,2235974828,Fri Jun 19 02:32:33 PDT 2009,NO_QUERY,DuniH,"It's friday ... finally ... and yes, it's another stressful day  But you know what? Only a few days and this job is history ... woohoooo!"
1230209,4,1991515436,Mon Jun 01 07:10:40 PDT 2009,NO_QUERY,meegannn,loovee the New Moon Trailer!  
1589930,4,2191311244,Tue Jun 16 05:00:20 PDT 2009,NO_QUERY,KrisMunro,"70 followers on my Twitter account, thank you all  x"
704142,0,2255943898,Sat Jun 20 12:01:35 PDT 2009,NO_QUERY,xoPennyLane,i wanna go to the beachhh 
182940,0,1967301138,Fri May 29 19:19:50 PDT 2009,NO_QUERY,nabejero,"btw, love d recipe postings, 'cept this wot happens when i cook http://twitpic.com/68a3d have 2throw d pot away "
1183491,4,1982433559,Sun May 31 11:11:57 PDT 2009,NO_QUERY,anilam18,@gabboucla Thanks hun! How much and how do I get you the money? I have really been wanting a copy! 
1500842,4,2071264134,Sun Jun 07 19:06:33 PDT 2009,NO_QUERY,brandon0104,"Sims 3 is awesome!  Im gland they removed the hunger, hygiene, etc bars. Tons easier."
951267,4,1824201425,Sun May 17 00:25:12 PDT 2009,NO_QUERY,iamdmal,IT's Time WORLD!!!!! THIS TIME AROUND... Just watch 
1063421,4,1964427270,Fri May 29 14:13:06 PDT 2009,NO_QUERY,BawldGuy,@anniething1 Always try to be flexing when you're in the room. 
829929,4,1557242496,Sun Apr 19 02:52:36 PDT 2009,NO_QUERY,chrisgaunt,Having a quiet night in. Going to watch something in Japanese but undecided so far. Maybe Jurassic Park 
73152,0,1694435288,Mon May 04 02:36:53 PDT 2009,NO_QUERY,kitchp1,@em_b93 awwww i was looking for something new to buy 
72381,0,1694215305,Mon May 04 01:36:06 PDT 2009,NO_QUERY,Lindz_neko,ahhhh I want to go to sleep so bad but so much to do 
1510479,4,2174959173,Sun Jun 14 23:43:52 PDT 2009,NO_QUERY,brenz88,@surfnmusicexpo from far away it does! But I know it's people 
63879,0,1687821220,Sun May 03 09:40:18 PDT 2009,NO_QUERY,jackieCSWS,@patmaine wow i wish i was there 
384892,0,2053496548,Sat Jun 06 04:45:47 PDT 2009,NO_QUERY,ashleygeremia,I am really sick of waking up sick. Not looking forward to today 
646105,0,2236435862,Fri Jun 19 03:42:09 PDT 2009,NO_QUERY,larinha20,I need some friends... 
1530373,4,2177762502,Mon Jun 15 06:39:40 PDT 2009,NO_QUERY,ChloeAmisha,@Fresh2DefJAY Good Morning 
484590,0,2180839770,Mon Jun 15 11:00:54 PDT 2009,NO_QUERY,JenJen_L,Just as I stepped off the bus the rain started  drowned rat is not a good look
1474977,4,2065820068,Sun Jun 07 09:21:17 PDT 2009,NO_QUERY,rentan,@jonathanfam lol. no coz i rem u at the world cup. u dun like soccer. nothing to do w anything else.  coz sports bore me. totalli.
716969,0,2259859053,Sat Jun 20 18:16:42 PDT 2009,NO_QUERY,twisztedd,@avaxxsamantha i went downtown today and they didnt have anything and i checked online too  have at urban outfitters but only online..
1261629,4,1998655160,Mon Jun 01 18:54:36 PDT 2009,NO_QUERY,melinathedisco,"have you watched the new cobracam episode yet. If not, you should. It is EPIC! "
236224,0,1979940547,Sun May 31 05:06:18 PDT 2009,NO_QUERY,CarmRoberts,soo hungary but i can't eat for another half an hour because i had to take medicine and i can't eat 2 hours before and 1 hour after... 
135088,0,1836426250,Mon May 18 07:58:43 PDT 2009,NO_QUERY,suzysellout,"@hebrewzzi lameness was RE seeing some guy get hit by a car. no good. glad to hear the show went well! i was at pianos, heavy keyboard "
104896,0,1822751497,Sat May 16 20:18:09 PDT 2009,NO_QUERY,rikp,"Gah, holiday nearly over... Sigh. "
524643,0,2193566327,Tue Jun 16 08:37:55 PDT 2009,NO_QUERY,AnnKarrick,"@DianaWilliamsNY Looked for your page on facebook, didn't find it "
781751,0,2323487346,Thu Jun 25 00:45:32 PDT 2009,NO_QUERY,LizzBrad,sat in tutorial and would much ratehr be at home.  why is the common room shut today 
750143,0,2285471392,Mon Jun 22 15:10:24 PDT 2009,NO_QUERY,Kelowna,Yikes!  DC Metro crash with fatalities?!  
880472,4,1685643413,Sun May 03 01:20:49 PDT 2009,NO_QUERY,xjustinabeanax,Oh what an amazing night  Goodnight!!
525743,0,2194011716,Tue Jun 16 09:13:34 PDT 2009,NO_QUERY,miguelr27,ready to go eat and pay some bills  Hey Nancy lol hmm i might be liking twitter..need more followers lol
1276367,4,2001200234,Tue Jun 02 00:08:19 PDT 2009,NO_QUERY,ialejandro,@DaisyJames lol hey now 
747064,0,2283402191,Mon Jun 22 12:34:55 PDT 2009,NO_QUERY,khartline,"@giberti I can start typing in name but as I cont finishing name, most people don't show up. I have to type 3 letters and scroll. "
1579761,4,2189984757,Tue Jun 16 01:26:36 PDT 2009,NO_QUERY,deedo_2313,"@TomFelton The sun's just now coming out, so the day is definitely looking up  Good luck!!  What's the audition for??"
1200942,4,1985591574,Sun May 31 17:24:03 PDT 2009,NO_QUERY,bostonbibliophl,@GirlsSentAway LOL 
476749,0,2177975964,Mon Jun 15 07:00:23 PDT 2009,NO_QUERY,ash_mcloone,"then i thought owell, we'll go another day. i'll go n buy that wall art i saw in Au Naturalle...wall art wasn't there anymore!! "
841746,4,1563534988,Sun Apr 19 23:12:33 PDT 2009,NO_QUERY,nikarasneebas,yayy people are following me  hahaha. THANKS JENNA AND TOSH!
1511971,4,2175161439,Mon Jun 15 00:14:34 PDT 2009,NO_QUERY,Scarysek,@scarysek Ten hostmonster je dokonce i vtipny  Disk Space Usage: 0.17/â MB
1233460,4,1992169516,Mon Jun 01 08:19:07 PDT 2009,NO_QUERY,ROWENN,http://twitpic.com/6eklb - This is kind of what it looks like where i live.. 
1334699,4,2016762860,Wed Jun 03 07:19:14 PDT 2009,NO_QUERY,carriejbrown12,Another busy day at the office! Work it.....work it..... 
1135529,4,1976494089,Sat May 30 17:29:37 PDT 2009,NO_QUERY,Kirsten613,@CJlovesJD makes my day better.  CMA Fest in 12 days!!!
261295,0,1985877423,Sun May 31 17:56:35 PDT 2009,NO_QUERY,livefreeortour,"@girlyinpink i'm not sure, but we put him in the kitty carrier with a towel and some water. just gunna hope he can heal "
490651,0,2183500231,Mon Jun 15 14:35:26 PDT 2009,NO_QUERY,jshreve,"@MinDelicious tornadoes suck, they are so unpredictable. "
999139,4,1836399581,Mon May 18 07:55:44 PDT 2009,NO_QUERY,Sowerscorner,@reflective I hope she is feeling better quickly...will pray for her! 
374139,0,2051178692,Fri Jun 05 20:58:53 PDT 2009,NO_QUERY,SarahTolson,My melancholic side of my personality is rearing it's ugly head.. Not fun. 
831007,4,1557387508,Sun Apr 19 03:48:15 PDT 2009,NO_QUERY,serennu,"@pathea Also, it implies exactly what you said, that words carry weight today, and you are clearly already aware that is a responsibility "
647243,0,2236713198,Fri Jun 19 04:22:00 PDT 2009,NO_QUERY,Jamash,@rabiagarib what if they appear with a bats and start treating me like the poor red ball ..  - - I can make it around 4
142245,0,1881443106,Fri May 22 04:40:42 PDT 2009,NO_QUERY,shazzalicious,will have no internet/email/server access the entire weekend. bummer 
779430,0,2322925339,Wed Jun 24 23:33:06 PDT 2009,NO_QUERY,becrichards,@MalaMaca I hear you! I've got to do my washing tonight though 
502458,0,2187539216,Mon Jun 15 20:25:54 PDT 2009,NO_QUERY,arthursucks,It's official! My stomach can not handle alcohol. 
1204790,4,1986375027,Sun May 31 18:45:08 PDT 2009,NO_QUERY,dolcetk,Learn about  DOLCE  http://dolcetk.blogspot.com/
224315,0,1977387622,Sat May 30 20:52:52 PDT 2009,NO_QUERY,Pnut060,Lebron who? Such an AWESOME night! Superman Vs Black Mamba thusday night! Now I don't know who to root for! I like them both! 
451546,0,2069796866,Sun Jun 07 16:32:39 PDT 2009,NO_QUERY,LaKeeks,I should've paid more attention in my anthropology class... I've got a feeling this final tomorrow is going to be no joke! 
1449574,4,2062853926,Sun Jun 07 00:31:20 PDT 2009,NO_QUERY,GeekyGreeky87,@Rican413 im glad to hear you're ok. 
949228,4,1823684040,Sat May 16 22:40:00 PDT 2009,NO_QUERY,Vronnyka,@NeodymiumDriver You're going to the land of sprinkles and lollipops. 
783559,0,2323950731,Thu Jun 25 01:54:21 PDT 2009,NO_QUERY,Fall_0ut_Girl,@shanedawson  hsbdendkndn next Saturday you should do a video about Prez Hilton vs Cris Crocker or somethin about the whole Perez thing
1345793,4,2044087413,Fri Jun 05 08:51:04 PDT 2009,NO_QUERY,Moeneeke,@understandblue OMG!  I SOOO NEED 1 OF THOSE RINGS!  HAAHAAAAA!  
752079,0,2286337899,Mon Jun 22 16:18:35 PDT 2009,NO_QUERY,Lolo_StL,@summershere ooo pink margaritas? very excited! btw I am wearing my hair wavyish can't do anything with it 
1250699,4,1996356070,Mon Jun 01 14:56:56 PDT 2009,NO_QUERY,guchiegurl,It's my birthday today!!! 
662790,0,2243770312,Fri Jun 19 13:52:41 PDT 2009,NO_QUERY,lzsnook,"I'm sore, burnt and bruised but I totally want more. But its back to the grind today "
66451,0,1691813562,Sun May 03 18:39:54 PDT 2009,NO_QUERY,theman93,Doing homework 
940358,4,1793930666,Thu May 14 04:27:06 PDT 2009,NO_QUERY,spaceyfan,@petertravers Watched Angels &amp; Demons today. Thought Ewan McGregor gave a great performance. And Tom Hanks looks pretty buff. 
1500823,4,2071263115,Sun Jun 07 19:06:27 PDT 2009,NO_QUERY,MishaPablo,preparing for tonight 
1425492,4,2059064525,Sat Jun 06 16:10:32 PDT 2009,NO_QUERY,maggiedavison,@mileycyrus Oooooh. That sounds FUN! Have a GREAT time! 
520863,0,2192241995,Tue Jun 16 06:44:12 PDT 2009,NO_QUERY,MLOOMIS11,going to class 
1478466,4,2066482901,Sun Jun 07 10:36:18 PDT 2009,NO_QUERY,carolinavm,"Countdown, only need... mmmm... let me count... 4 days! "
70249,0,1693599272,Sun May 03 23:05:15 PDT 2009,NO_QUERY,dinahhh,@sfee but  i cant decide now cos its quite expensive plus the rent here! 
1088729,4,1969632295,Sat May 30 00:40:37 PDT 2009,NO_QUERY,daynah,@bobojojo Thanks for coming out to #winebarsf! It was good seeing you too. 
1571058,4,2188702040,Mon Jun 15 22:23:36 PDT 2009,NO_QUERY,theJessesp,new to twitter  how does it work
184568,0,1967740268,Fri May 29 20:07:39 PDT 2009,NO_QUERY,CBD126,I wanna go to Disney World again. 
199233,0,1971388756,Sat May 30 06:59:40 PDT 2009,NO_QUERY,evilbride,"@thebrainofsarah AMEN TO THAT! lol. eh sarah, mandy diopname ya? hows she doin? so sad to hear that "
749710,0,2285199740,Mon Jun 22 14:49:58 PDT 2009,NO_QUERY,muggabug,I'm having a meltdown 
1332195,4,2016139398,Wed Jun 03 06:14:30 PDT 2009,NO_QUERY,sewhitby,My PhD admissions interview is Saturday @ 2. I guess that's a good thing 
1540665,4,2180525404,Mon Jun 15 10:35:20 PDT 2009,NO_QUERY,dying2live4Him,@KiernanS  not to be obvious- but Calculus and Physics classes.  
1412191,4,2056610147,Sat Jun 06 11:27:41 PDT 2009,NO_QUERY,meghan182,Going to the lacrosse game with nikki traci and xixi  go dutch!
1374064,4,2051393454,Fri Jun 05 21:54:14 PDT 2009,NO_QUERY,theboomtube,you know im cool...  and you want to be my 100TH sub   http://www.youtube.com/user/theboomtube http://tinyurl.com/q63wn2
13154,0,1553114136,Sat Apr 18 13:24:36 PDT 2009,NO_QUERY,POPisdead_,WTF I DON'T WANT TO GO ANYWHERE TODAY OMG.    This sucks x  everything.
1129608,4,1975565870,Sat May 30 15:25:45 PDT 2009,NO_QUERY,Shash,@aspieteach I agree. Very frustrated watching on the sidelines of this situation. Wanted to make sure I was thinking right. 
1313731,4,2013817036,Tue Jun 02 23:39:36 PDT 2009,NO_QUERY,odtclairey77,@ebassman tattoo will do a fabby job im sure !!!! always does  
1237027,4,1992937322,Mon Jun 01 09:33:57 PDT 2009,NO_QUERY,AndroGynous69,"In CoffeeShop contemplating the outcome, if I were to pop a kids BALLoOn "
542397,0,2200417509,Tue Jun 16 18:52:20 PDT 2009,NO_QUERY,jjg34,@davenavarro6767 @ericavery how can it be June and I feel like Summer's over already? Post NINJA blues 
348648,0,2016860612,Wed Jun 03 07:28:44 PDT 2009,NO_QUERY,ac0716,MISSING those days 
769545,0,2301459263,Tue Jun 23 15:28:10 PDT 2009,NO_QUERY,monzica,attempting the slug picture again  so confusing!
1295903,4,2003833780,Tue Jun 02 07:13:33 PDT 2009,NO_QUERY,LuveitsGreat,mom's home eating ice cream 
290360,0,1995337027,Mon Jun 01 13:19:43 PDT 2009,NO_QUERY,D3siRa3,@NickHOOPSduhh I'm pretty sure i texted you saturday night because I was at the movies...but no reply... 
925814,4,1755444543,Sun May 10 09:09:21 PDT 2009,NO_QUERY,Lyndsieeex,Happy mothers day mommm! i love youuu! 
86313,0,1754080020,Sun May 10 04:53:14 PDT 2009,NO_QUERY,tmurphy31,"woke up early, 515a. fed the dogs, got the dishwasher going, mother's day present out.  rain could put a damper on the cookout at noon "
146799,0,1882582699,Fri May 22 07:07:50 PDT 2009,NO_QUERY,McFlo14,@KATaylor007 @JCJ0300 I wish I was going with u guys! 
546801,0,2201874586,Tue Jun 16 20:54:12 PDT 2009,NO_QUERY,AnThOnYz415,@epicpetwars so what's up with 1.41??been like two weeks and no update 
763189,0,2298230009,Tue Jun 23 11:25:05 PDT 2009,NO_QUERY,FantasyCraver,i feel even worse than yesterday ... 
202684,0,1972182813,Sat May 30 08:43:48 PDT 2009,NO_QUERY,Meagan0612,@April_miss Nice.. I wanna get some fun time in before doodah comes home. Didn't really get to enjoy last night  More feared for my life
578439,0,2213068984,Wed Jun 17 14:53:46 PDT 2009,NO_QUERY,c_pet,I still dont get this twitter business...i need more followers 
897162,4,1693266554,Sun May 03 22:01:51 PDT 2009,NO_QUERY,jkretzmer,"@laurakim123 Excellent! More time for revision  By the way, what is Elasticity again? ;)"
79103,0,1751675843,Sat May 09 20:00:33 PDT 2009,NO_QUERY,RichBaukovic,Steak and wine just isn't the same 
53479,0,1680236448,Sat May 02 11:12:58 PDT 2009,NO_QUERY,nikkiiam,I forgot my thing for blogspot  so I'm making a new one
1352515,4,2046387547,Fri Jun 05 12:06:22 PDT 2009,NO_QUERY,rebeccaaa_xD,is off out with Sophie to see if she can hear Take That better ;D  Im THAT bored  or sad. . . .
1303447,4,2009362720,Tue Jun 02 15:34:17 PDT 2009,NO_QUERY,megapanda,INSTALLING SIMS 3 
1193350,4,1984259538,Sun May 31 14:45:21 PDT 2009,NO_QUERY,calgreg,@itsallsuccess  Maybe you are the exception who proves the rule? 
423789,0,2062948645,Sun Jun 07 00:50:39 PDT 2009,NO_QUERY,liverpoolvv,has a meeting today. All day on a Sunday is just no good  x
423922,0,2062974707,Sun Jun 07 00:56:05 PDT 2009,NO_QUERY,FlorenceBollen,At the airport boarding go like 15 minutes  im going to miss sydney. X
104245,0,1822423307,Sat May 16 19:32:36 PDT 2009,NO_QUERY,angeli91,Walking uphill in San Fran after a nice dinner in a French cafe is so not fun 
1331194,4,2015954789,Wed Jun 03 05:52:44 PDT 2009,NO_QUERY,disneyc_love,@daso_xx ok thanks 
1041669,4,1957110632,Thu May 28 23:32:50 PDT 2009,NO_QUERY,Alex_blondie,alesha's party tomorrow night 
1386186,4,2052814927,Sat Jun 06 02:07:44 PDT 2009,NO_QUERY,ellisvs123,Any 1 tll me if the Oasis gig is cancledd today that would be great cheers  x
1429655,4,2059778817,Sat Jun 06 17:37:13 PDT 2009,NO_QUERY,CourtneyDanyi,@Pink Your show last night was AWESOME!! ...thanks for grabbing my hand lol made my night 
688433,0,2251524620,Sat Jun 20 03:47:03 PDT 2009,NO_QUERY,nebkiwi,@looshizle Sorry  Naughty calum 
745960,0,2282681843,Mon Jun 22 11:40:31 PDT 2009,NO_QUERY,smithie0727,It's official. All of my favorite bands are playing Texas shows the week I'm gone  this cruise better be life-changing!
941909,4,1794428063,Thu May 14 05:47:30 PDT 2009,NO_QUERY,JoHart,@suewaters esp lesser mortals used to MS - expected to &quot;tell me 3 times&quot; b4 delete also autosave can go wrong - I am belt &amp; braces person 
331715,0,2012824467,Tue Jun 02 21:21:34 PDT 2009,NO_QUERY,adult_swim_fans,is sad the mc chris group only has 2 members  Where's all my mc peeps at!?! http://bit.ly/Bxkt
153995,0,1933074015,Tue May 26 22:55:47 PDT 2009,NO_QUERY,JustinRM,"Ughh, that pizza for dinner is making me sick "
23292,0,1557689363,Sun Apr 19 05:31:28 PDT 2009,NO_QUERY,Jackvac,"well didn't get my two papers done, not even one paper but now i am heading into work for like 12 hours   "
637704,0,2234261550,Thu Jun 18 22:43:21 PDT 2009,NO_QUERY,NasKarGirl,"So, camping @InfineonRaceway for the #nascar weekend next to THE LOUDEST generator in the entire camp!  No sleep for the wicked!  "
79532,0,1751880413,Sat May 09 20:30:17 PDT 2009,NO_QUERY,cyrakirsten,@jennettemccurdy awww.. iCarly episodes show late here in the philippines which sucks.. 
177490,0,1965675658,Fri May 29 16:20:27 PDT 2009,NO_QUERY,mrhankmanthe3rd,"Got fully denied tonight  sleep time now, lnd in morn!"
441933,0,2067141119,Sun Jun 07 11:49:19 PDT 2009,NO_QUERY,BeCosmic,That's it no beer left..  http://twitpic.com/6uh13
1201513,4,1985682539,Sun May 31 17:34:28 PDT 2009,NO_QUERY,FindAPilot,@tdwnds1 And she is my sister too! 
410803,0,2059960313,Sat Jun 06 17:59:12 PDT 2009,NO_QUERY,ot4li4ifall,Having a bad day! It was so sunny out and I had to stay inside so I pouted all day 
1220338,4,1990041116,Mon Jun 01 03:41:00 PDT 2009,NO_QUERY,manda_182,@ChariceManiacs She is a good singer! Ok I see well then she deserves all the success she gets 
182382,0,1967129707,Fri May 29 19:01:36 PDT 2009,NO_QUERY,GiselleCanNom,I want to 'change'  I want to stop underestimating myself...and be the queen in that nas song (I know I can lalala)
335069,0,2013706069,Tue Jun 02 23:21:22 PDT 2009,NO_QUERY,playcandyland,@oohweemayne I wanted to see Earth2100 too! But I was on a plane and we don't have DVR 
694068,0,2252896583,Sat Jun 20 07:12:17 PDT 2009,NO_QUERY,jdnorton,@urtherevolution except for the rain....   but hell of a song to wake up to for sure!
1111249,4,1972194725,Sat May 30 08:45:16 PDT 2009,NO_QUERY,diana_rock,Listening System Of A Down 
560452,0,2205195496,Wed Jun 17 04:11:16 PDT 2009,NO_QUERY,marreka,I want to watch the Japan v Australia soccer match but I don't think it's on any channel in Toronto 
166583,0,1961365086,Fri May 29 09:23:27 PDT 2009,NO_QUERY,what_sadie_sang,Going off BC is making me break out. 
188419,0,1968875630,Fri May 29 22:26:07 PDT 2009,NO_QUERY,babbs5250,scary stuff by the resort.....its never good when the hospitals helicopter lands on the road out front 
198516,0,1971239807,Sat May 30 06:35:59 PDT 2009,NO_QUERY,roxiijonas,@JadeLittish yeah I applied 4 tickets but none were left 
1587425,4,2190938967,Tue Jun 16 04:07:37 PDT 2009,NO_QUERY,twinkleboi,@shellrawlins morning! 
892838,4,1691345556,Sun May 03 17:39:21 PDT 2009,NO_QUERY,Claudia_12,"Such clear blue skies outside!!! Ah, I see the moon.  beautiful, beautiful!"
1070221,4,1966094395,Fri May 29 17:06:47 PDT 2009,NO_QUERY,rehes,@liveguy what does bawsing entail? 
625326,0,2230203414,Thu Jun 18 16:47:01 PDT 2009,NO_QUERY,_bron_,I need some sort of proper filing/organisation method for my magazines so i can pull up tutorials that I know i've read easily 
1004432,4,1880413035,Fri May 22 01:09:05 PDT 2009,NO_QUERY,mariuspahomi,a doua zi de concediu! I`m loving it ... 
1141696,4,1977209462,Sat May 30 20:23:12 PDT 2009,NO_QUERY,samlovesjuan,arriving at mi casa  smells like burnt something!!!
1101725,4,1970785327,Sat May 30 05:12:09 PDT 2009,NO_QUERY,peachylaaa,Waiting for the train- off to Primark with my Mum 
786208,0,2324607024,Thu Jun 25 03:35:21 PDT 2009,NO_QUERY,cecedesouza,Back from shopping. Bought me green shoes. @joujabee thinks I look like a frog. 
1352140,4,2046243009,Fri Jun 05 11:53:58 PDT 2009,NO_QUERY,wkhliu,@irislipingyang Ha! okay about å¯µç© thing.  
590592,0,2217370021,Wed Jun 17 20:46:15 PDT 2009,NO_QUERY,ohhmelodies,@thewishingkid : @writetoremember will be there too. but not me or @divinelycrazy. 
39033,0,1573431122,Tue Apr 21 01:08:14 PDT 2009,NO_QUERY,AndyCarolan,"Dont know what to have for breakfast....... no soya milk left = dry porridge, lack of pancakes (for which i have no maple syrup anyway) "
663819,0,2244264440,Fri Jun 19 14:31:10 PDT 2009,NO_QUERY,KirstinVictoria,This is the longest 9 hours of my lifee ! 
369989,0,2050019211,Fri Jun 05 17:55:17 PDT 2009,NO_QUERY,maansalavante,woke up too early 
941615,4,1794324257,Thu May 14 05:32:29 PDT 2009,NO_QUERY,Brandon_JThomas,live.laugh.lovelife. B.J.R.T 
1582729,4,2190349893,Tue Jun 16 02:28:39 PDT 2009,NO_QUERY,satinsparklez,circus on friday 
1351026,4,2045805156,Fri Jun 05 11:15:42 PDT 2009,NO_QUERY,brookestewart02,annual staff... for like 5 hours. woo.. i get to do cover page  &amp; SPIRIT PAGE )
